imdbID,Title,Year,Rating,Runtime,Genre,Released,Director,Writer,Cast,Metacritic,imdbRating,imdbVotes,Poster,Plot,Language,Country,Awards,lastUpdated
tt0376136,"The Rum Diary",2011,R,"120 min","Comedy, Drama",2011-10-28,"Bruce Robinson","Bruce Robinson (screenplay), Hunter S. Thompson (novel)","Johnny Depp, Aaron Eckhart, Michael Rispoli, Amber Heard",56,6.2,75,http://ia.media-imdb.com/images/M/MV5BMTM5ODA4MjYxM15BMl5BanBnXkFtZTcwMTM3NTE5Ng@@._V1_SX300.jpg,"American journalist Paul Kemp takes on a freelance job in Puerto Rico for a local newspaper during the 1960s and struggles to find a balance between island culture and the expatriates who live there.","English, Spanish, German",USA,"2 wins & 4 nominations.","2014-10-26 00:42:54"
tt0377981,"Gnomeo & Juliet",2011,G,"84 min","Animation, Comedy, Family",2011-02-11,"Kelly Asbury","Rob Sprackling (story), John R. Smith (story), Andy Riley (story), Kevin Cecil (story), Kelly Asbury (story), Steve Hamilton Shaw (story), Andy Riley (screenplay), Kevin Cecil (screenplay), Mark Burton (screenplay), Emily Cook (screenplay), Kathy Greenberg (screenplay), Steve Hamilton Shaw (screenplay), Kelly Asbury (screenplay), Rob Sprackling (original screenplay), John R. Smith (original screenplay), William Shakespeare (play)","James McAvoy, Emily Blunt, Ashley Jensen, Michael Caine",53,6.0,36,http://ia.media-imdb.com/images/M/MV5BMjAyNDM2MDA2NF5BMl5BanBnXkFtZTcwOTMxMDAxNA@@._V1_SX300.jpg,"The neighboring gardens of Montague and Capulet are at war, but the gnomes, Gnomeo and Juliet, are in love.",English,"UK, USA","Nominated for 1 Golden Globe. Another 1 win & 8 nominations.","2014-11-04 00:07:05"
tt0409847,"Cowboys & Aliens",2011,PG-13,"119 min","Action, Sci-Fi, Thriller",2011-07-29,"Jon Favreau","Roberto Orci (screenplay), Alex Kurtzman (screenplay), Damon Lindelof (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), Mark Fergus (screen story), Hawk Ostby (screen story), Steve Oedekerk (screen story), Scott Mitchell Rosenberg (Platinum Studios comic book)","Daniel Craig, Abigail Spencer, Buck Taylor, Matthew Taylor",50,6.1,145,http://ia.media-imdb.com/images/M/MV5BMTM1MzkyNzQ3OV5BMl5BanBnXkFtZTcwMDk1NTg2NQ@@._V1_SX300.jpg,"A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way.","English, Apache languages",USA,"16 nominations.","2014-10-25 00:32:58"
tt0433035,"Real Steel",2011,PG-13,"127 min","Action, Drama, Sci-Fi",2011-10-07,"Shawn Levy","John Gatins (screenplay), Dan Gilroy (story), Jeremy Leven (story), Richard Matheson (short story 'Steel')","Hugh Jackman, Dakota Goyo, Evangeline Lilly, Anthony Mackie",56,7.1,213,http://ia.media-imdb.com/images/M/MV5BMjEzMzEzNjg0N15BMl5BanBnXkFtZTcwMzg4NDk0Ng@@._V1_SX300.jpg,"Set in the near future, where robot boxing is a top sport, a struggling promoter feels he's found a champion in a discarded robot. During his hopeful rise to the top, he discovers he has an 11-year-old son who wants to know his father.",English,"USA, India","Nominated for 1 Oscar. Another 2 wins & 5 nominations.","2014-10-25 00:18:55"
tt0448694,"Puss in Boots",2011,PG,"90 min","Animation, Adventure, Comedy",2011-10-28,"Chris Miller","Charles Perrault (character), Tom Wheeler (screenplay), Brian Lynch (story), William Davies (story), Tom Wheeler (story)","Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton",65,6.7,93,http://ia.media-imdb.com/images/M/MV5BMTMxMTU5MTY4MV5BMl5BanBnXkFtZTcwNzgyNjg2NQ@@._V1_SX300.jpg,"The events leading up to the sword fighting cat's meeting with Shrek and his friends.","English, Spanish",USA,"Nominated for 1 Oscar. Another 4 wins & 35 nominations.","2014-10-16 00:01:40"
tt0451154,"The Passing",2011,R,"92 min",Horror,2011-05-20,"John Harwood","Paul Clinco, John Harwood","Crystal Day, Elizabeth Ann Bennett, Jason Hamer, Sam Upton",N/A,3.5,159,http://ia.media-imdb.com/images/M/MV5BMTcwMzY5MjY5OV5BMl5BanBnXkFtZTcwNjQ1NjEzMQ@@._V1_SX300.jpg,"The three Naibert children, in their teens and early twenties, inherit a vast estate from their grandmother Rebecca. But unknown to them, the family inheritance has passed from grandmother ...",English,USA,"5 wins.","2014-10-25 00:01:13"
tt0458339,"Captain America: The First Avenger",2011,PG-13,"124 min","Action, Adventure, Sci-Fi",2011-07-22,"Joe Johnston","Christopher Markus (screenplay), Stephen McFeely (screenplay), Joe Simon (comic books), Jack Kirby (comic books)","Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones",66,6.8,335,http://ia.media-imdb.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX300.jpg,"Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a 'Super-Soldier serum'. But being Captain America comes at a price if he attempts to take down a war monger and a terrorist organization.","English, Norwegian, French",USA,"3 wins & 40 nominations.","2014-10-17 00:11:05"
tt0466893,Margaret,2011,R,"150 min",Drama,2012-06-01,"Kenneth Lonergan","Kenneth Lonergan","Anna Paquin, J. Smith-Cameron, Mark Ruffalo, Jeannie Berlin",61,6.4,10,http://ia.media-imdb.com/images/M/MV5BMjA1MDQzMjcxN15BMl5BanBnXkFtZTcwNTg3MTI1Ng@@._V1_SX300.jpg,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.",English,USA,"12 wins & 6 nominations.","2014-10-30 00:18:59"
tt0471042,"Tower Heist",2011,PG-13,"104 min","Action, Comedy, Crime",2011-11-04,"Brett Ratner","Ted Griffin (screenplay), Jeff Nathanson (screenplay), Adam Cooper (story), Bill Collage (story), Ted Griffin (story)","Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda",59,6.2,95,http://ia.media-imdb.com/images/M/MV5BMTY1NDQxMTcwOV5BMl5BanBnXkFtZTcwNzMzNTExNg@@._V1_SX300.jpg,"When a group of hard working guys find out they've fallen victim to a wealthy business man's Ponzi scheme, they conspire to rob his high-rise residence.","English, Spanish, Chinese",USA,"2 nominations.","2014-10-29 00:17:34"
tt0472181,"The Smurfs",2011,PG,"103 min","Animation, Adventure, Comedy",2011-07-29,"Raja Gosnell","J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), J. David Stem (story), David N. Weiss (story), Peyo (characters)","Hank Azaria, Neil Patrick Harris, Jayma Mays, Sofï¿½a Vergara",30,5.5,56,http://ia.media-imdb.com/images/M/MV5BMTY4MDc2NzQ4MF5BMl5BanBnXkFtZTcwNDc5OTU2NA@@._V1_SX300.jpg,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.",English,USA,"2 wins & 6 nominations.","2014-10-28 00:13:24"
tt0472399,"The Mechanic",2011,R,"93 min","Action, Crime, Thriller",2011-01-28,"Simon West","Richard Wenk (screenplay), Lewis John Carlino (screenplay), Lewis John Carlino (story)","Jason Statham, Ben Foster, Tony Goldwyn, Donald Sutherland",49,6.5,97,http://ia.media-imdb.com/images/M/MV5BMjEyMjk1NjI1M15BMl5BanBnXkFtZTcwODcyNjAxNA@@._V1_SX300.jpg,"Follows an elite hit man as he teaches his trade to an apprentice who has a connection to one of his previous victims.",English,USA,"1 nomination.","2014-10-28 00:23:04"
tt0477302,"Extremely Loud & Incredibly Close",2011,PG-13,"129 min","Adventure, Drama, Mystery",2012-01-20,"Stephen Daldry","Eric Roth (screenplay), Jonathan Safran Foer (novel)","Tom Hanks, Thomas Horn, Sandra Bullock, Zoe Caldwell",46,6.9,67,http://ia.media-imdb.com/images/M/MV5BMTUxNzYwMTE3NV5BMl5BanBnXkFtZTcwMDY2NzU4Ng@@._V1_SX300.jpg,"A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.",English,USA,"Nominated for 2 Oscars. Another 10 wins & 17 nominations.","2014-10-10 00:04:47"
tt0478304,"The Tree of Life",2011,PG-13,"139 min","Drama, Fantasy",2011-05-17,"Terrence Malick","Terrence Malick","Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",85,6.7,115,http://ia.media-imdb.com/images/M/MV5BNTgyNTQzMDEwNV5BMl5BanBnXkFtZTcwMTQxNjI4NA@@._V1_SX300.jpg,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",English,USA,"Nominated for 3 Oscars. Another 94 wins & 75 nominations.","2014-10-25 00:01:23"
tt0479997,"Season of the Witch",2011,PG-13,"95 min","Action, Adventure, Fantasy",2011-01-07,"Dominic Sena","Bragi F. Schut","Nicolas Cage, Ron Perlman, Stephen Campbell Moore, Stephen Graham",28,5.4,61,http://ia.media-imdb.com/images/M/MV5BMzc3MjYxNzg2N15BMl5BanBnXkFtZTcwNzQyMTkwNA@@._V1_SX300.jpg,"14th-century knights transport a suspected witch to a monastery, where monks deduce her powers could be the source of the Black Plague.","English, Latin",USA,"2 nominations.","2014-03-15 12:02:40"
tt0480239,"Atlas Shrugged: Part I",2011,PG-13,"97 min","Drama, Mystery, Sci-Fi",2011-04-15,"Paul Johansson","Ayn Rand (novel), John Aglialoro (screenplay), Brian Patrick O'Toole (screenplay)","Taylor Schilling, Grant Bowler, Matthew Marsden, Edi Gathegi",28,5.8,10,http://ia.media-imdb.com/images/M/MV5BMTM3NDc2NjE1NV5BMl5BanBnXkFtZTcwNTgyOTM5NA@@._V1_SX300.jpg,"Railroad executive Dagny Taggart and steel mogul Henry Rearden form an alliance to fight the increasingly authoritarian government of the United States.",English,USA,N/A,"2014-10-25 00:14:52"
tt0480687,"Hall Pass",2011,R,"105 min","Comedy, Romance",2011-02-25,"Bobby Farrelly, Peter Farrelly","Pete Jones (screenplay), Peter Farrelly (screenplay), Kevin Barnett (screenplay), Bobby Farrelly (screenplay), Pete Jones (story)","Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate",45,5.9,91,http://ia.media-imdb.com/images/M/MV5BMTc4MzIxNTYwNl5BMl5BanBnXkFtZTcwNzE4MjE0NA@@._V1_SX300.jpg,"Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want.",English,USA,N/A,"2014-10-25 00:05:54"
tt0491152,"Something Borrowed",2011,PG-13,"112 min","Comedy, Drama, Romance",2011-05-06,"Luke Greenfield","Jennie Snyder (screenplay), Emily Giffin (novel)","Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski",36,5.9,39,http://ia.media-imdb.com/images/M/MV5BNzczNzMzODk0Nl5BMl5BanBnXkFtZTcwMjgwMjI0NA@@._V1_SX300.jpg,"Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex, her best friend Darcy's fiancï¿½.",English,USA,"4 nominations.","2014-08-29 07:40:44"
tt0770703,"What's Your Number?",2011,R,"106 min","Comedy, Romance",2011-09-30,"Mark Mylod","Gabrielle Allan (screenplay), Jennifer Crittenden (screenplay), Karyn Bosnak (novel)","Anna Faris, Chris Evans, Ari Graynor, Blythe Danner",35,6.0,47,http://ia.media-imdb.com/images/M/MV5BMjIzNTc2MTgwNV5BMl5BanBnXkFtZTcwMzYzMzgxNQ@@._V1_SX300.jpg,"A woman looks back at the past twenty men she's had relationships with in her life and wonders if one of them might be her one true love.",English,USA,N/A,"2014-10-28 00:31:13"
tt0770728,"California Indian",2011,R,"90 min",Drama,2011-11-20,"Timothy Andrew Ramos","Timothy Andrew Ramos","Gary Farmer, Mark Boone Junior, Timothy Andrew Ramos, Gil Birmingham",N/A,5.8,15,http://ia.media-imdb.com/images/M/MV5BMjIzMjA0NTI1Ml5BMl5BanBnXkFtZTcwMzA0NDUzNg@@._V1_SX300.jpg,"Nick Thomas, a Pomo Indian and a successful Los Angeles radio host, is forced back to the reservation to help his brother Chi, and tribal leader Rich Knight lead the Tule Lake Rancheria out of danger from a seedy casino investor.",English,USA,N/A,"2014-09-27 00:05:51"
tt0780504,Drive,2011,R,"100 min","Crime, Drama",2011-09-16,"Nicolas Winding Refn","Hossein Amini (screenplay), James Sallis (book)","Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",78,7.8,358,http://ia.media-imdb.com/images/M/MV5BOTM1ODQ0Nzc4NF5BMl5BanBnXkFtZTcwMTM0MjQyNg@@._V1_SX300.jpg,"A mysterious Hollywood stuntman, mechanic and getaway driver lands himself in trouble when he helps out his neighbor.","English, Spanish",USA,"Nominated for 1 Oscar. Another 68 wins & 110 nominations.","2014-10-25 00:30:25"
tt0791305,"Gnomeo & Juliet",2011,G,"84 min","Animation, Comedy, Family",2011-02-11,"Kelly Asbury","Rob Sprackling (story), John R. Smith (story), Andy Riley (story), Kevin Cecil (story), Kelly Asbury (story), Steve Hamilton Shaw (story), Andy Riley (screenplay), Kevin Cecil (screenplay), Mark Burton (screenplay), Emily Cook (screenplay), Kathy Greenberg (screenplay), Steve Hamilton Shaw (screenplay), Kelly Asbury (screenplay), Rob Sprackling (original screenplay), John R. Smith (original screenplay), William Shakespeare (play)","James McAvoy, Emily Blunt, Ashley Jensen, Michael Caine",53,6.0,32,http://ia.media-imdb.com/images/M/MV5BMjAyNDM2MDA2NF5BMl5BanBnXkFtZTcwOTMxMDAxNA@@._V1_SX300.jpg,"The neighboring gardens of Montague and Capulet are at war, but the gnomes, Gnomeo and Juliet, are in love.",English,"UK, USA","Nominated for 1 Golden Globe. Another 1 win & 7 nominations.","2014-01-28 00:00:00"
tt0800369,Thor,2011,PG-13,"115 min","Action, Adventure, Fantasy",2011-05-06,"Kenneth Branagh","Ashley Miller (screenplay), Zack Stentz (screenplay), Don Payne (screenplay), J. Michael Straczynski (story), Mark Protosevich (story), Stan Lee (comic book), Larry Lieber (comic book), Jack Kirby (comic book)","Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",57,7.0,381,http://ia.media-imdb.com/images/M/MV5BMTYxMjA5NDMzNV5BMl5BanBnXkFtZTcwOTk2Mjk3NA@@._V1_SX300.jpg,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",English,USA,"5 wins & 28 nominations.","2014-10-09 00:03:49"
tt0803061,"Red Dog",2011,PG,"92 min","Comedy, Drama, Family",2011-08-04,"Kriv Stenders","Daniel Taplitz (screenplay), Louis de Berniï¿½res (book)","Josh Lucas, Rachael Taylor, Rohan Nichol, Luke Ford",N/A,7.5,10,http://ia.media-imdb.com/images/M/MV5BMzM3NTE2NjY5M15BMl5BanBnXkFtZTcwMTY0MzUwNg@@._V1_SX300.jpg,"Based on the legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master.","English, Polish","Australia, USA","10 wins & 15 nominations.","2014-10-30 00:19:15"
tt0810913,"Jack and Jill",2011,PG,"91 min",Comedy,2011-11-11,"Dennis Dugan","Steve Koren (screenplay), Adam Sandler (screenplay), Ben Zook (story)","Adam Sandler, Al Pacino, Katie Holmes, Elodie Tougne",23,3.5,48,http://ia.media-imdb.com/images/M/MV5BNjczMTU5OTUyMl5BMl5BanBnXkFtZTcwODEzNjc3Ng@@._V1_SX300.jpg,"Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his twin sister, the needy and passive-aggressive Jill, who then refuses to leave.",English,USA,"13 wins & 3 nominations.","2014-10-25 00:08:07"
tt0810922,"Take Me Home Tonight",2011,R,"97 min","Comedy, Drama, Romance",2011-03-04,"Michael Dowse","Jackie Filgo (screenplay), Jeff Filgo (screenplay), Topher Grace (story), Gordon Kaywin (story)","Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer",42,6.4,39,http://ia.media-imdb.com/images/M/MV5BNjc2OTg5NTM1NV5BMl5BanBnXkFtZTcwODM3MTMyNA@@._V1_SX300.jpg,"Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",English,"USA, Germany","1 nomination.","2014-11-06 00:26:22"
tt0816462,"Conan the Barbarian",2011,R,"113 min","Action, Adventure, Fantasy",2011-08-19,"Marcus Nispel","Thomas Dean Donnelly, Joshua Oppenheimer, Sean Hood, Robert E. Howard (character of Conan)","Jason Momoa, Stephen Lang, Rachel Nichols, Ron Perlman",36,5.2,73,http://ia.media-imdb.com/images/M/MV5BMTQ1NDUyODk5NF5BMl5BanBnXkFtZTcwODk0MjIwNg@@._V1_SX300.jpg,"A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.",English,USA,"2 nominations.","2014-10-28 00:25:56"
tt0822847,Priest,2011,PG-13,"87 min","Action, Fantasy, Horror",2011-05-13,"Scott Stewart","Cory Goodman, Min-Woo Hyung (graphic novel series 'Priest')","Paul Bettany, Karl Urban, Cam Gigandet, Maggie Q",41,5.7,84,http://ia.media-imdb.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@._V1_SX300.jpg,"A priest disobeys church law to track down the vampires who kidnapped his niece.",English,USA,"4 nominations.","2014-10-28 00:08:29"
tt0844993,"Hoodwinked Too! Hood vs. Evil",2011,PG,"86 min","Animation, Comedy, Family",2011-04-29,"Mike Disa","Cory Edwards (story), Todd Edwards (story), Tony Leech (story), Cory Edwards (screenplay), Todd Edwards (screenplay), Tony Leech (screenplay), Mike Disa (screenplay), Michael Ludy (punch-up/sketches)","Glenn Close, Hayden Panettiere, Cheech Marin, Patrick Warburton",20,4.8,8,http://ia.media-imdb.com/images/M/MV5BMTU0OTk4ODA3OV5BMl5BanBnXkFtZTcwMDUxMTU2NA@@._V1_SX300.jpg,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",English,USA,"1 nomination.","2014-10-29 00:01:41"
tt0873886,"Red State",2011,R,"88 min","Action, Crime, Horror",2011-09-30,"Kevin Smith","Kevin Smith","Michael Angarano, Deborah Aquila, Nicholas Braun, Ronnie Connell",50,6.2,45,http://ia.media-imdb.com/images/M/MV5BMTQyNjMwMzA1MV5BMl5BanBnXkFtZTcwMzQyNDAxNg@@._V1_SX300.jpg,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter fundamentalists with a much more sinister agenda.",English,USA,"3 wins & 7 nominations.","2014-10-28 00:05:18"
tt0875613,Rift,2011,R,"100 min","Horror, Thriller",2011-05-15,"LazRael Lison","LazRael Lison","Leslie Easterbrook, Richmond Arquette, Darcy Fowers, Tom Wright",N/A,2.7,346,http://ia.media-imdb.com/images/M/MV5BMjE4OTg2NzU1MF5BMl5BanBnXkFtZTcwMjU2ODAyNQ@@._V1_SX300.jpg,"Several college students are brutally murdered in a small college town and the killer is still on the loose. In an attempt to seek the truth, a journalism student misguidedly finds herself ...",English,USA,N/A,"2014-07-30 12:55:14"
tt0880569,"Mama I Want to Sing",2011,PG,"100 min",Musical,2012-02-14,N/A,"Charles Randolph-Wright (screenplay), Vy Higginsen (play)","Ciara, Ahmaya-Knoelle, Paris Bennett, Kristen Broussard",N/A,4.6,251,http://ia.media-imdb.com/images/M/MV5BMTg0OTAzNjg3NF5BMl5BanBnXkFtZTcwMDU1NTg2MQ@@._V1_SX300.jpg,"A preacher's daughter, Amara, sings in the church choir before being discovered by a well-established musician. Soon she rises to international fame as a pop singer.",English,USA,N/A,"2014-11-05 00:40:25"
tt0881320,Sanctum,2011,R,"108 min","Adventure, Drama, Thriller",2011-02-04,"Alister Grierson","John Garvin, Andrew Wight, Andrew Wight (story)","Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield, Alice Parkinson",42,5.9,42,http://ia.media-imdb.com/images/M/MV5BMTM4MjY1NTEyNV5BMl5BanBnXkFtZTcwMTc3MjcxNA@@._V1_SX300.jpg,"An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.",English,"USA, Australia","1 win & 1 nomination.","2014-10-25 00:00:35"
tt0887143,Hyenas,2011,R,"92 min",Horror,2011-04-19,"Eric Weston","Eric Weston","Maria Bertrand, Meshach Taylor, DaJuan Johnson, Jon Seminara",N/A,2.8,834,http://ia.media-imdb.com/images/M/MV5BOTY5MzI3MDU5MF5BMl5BanBnXkFtZTcwNzE4ODQzNA@@._V1_SX300.jpg,"Roving clans of shape-shifting human/hyena creatures prowl and hunt for human prey. They are hunted by one man seeking revenge for the death of his loved ones.",English,USA,N/A,"2014-10-26 00:21:35"
tt0893412,"From Prada to Nada",2011,PG-13,"107 min","Comedy, Drama, Romance",2011-04-22,"Angel Gracia","Fina Torres (screenplay), Luis Alfaro (screenplay), Craig Fernandez (screenplay), Jane Austen (novel)","Camilla Belle, Alexa PenaVega, Tina French, Luis Rosales",39,5.5,9,http://ia.media-imdb.com/images/M/MV5BMTY2NDAxNjgwMF5BMl5BanBnXkFtZTcwNDc3NzQxNA@@._V1_SX300.jpg,"A Latina spin on Jane Austen's 'Sense and Sensibility,' where two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.","English, Spanish","Mexico, USA","2 wins & 2 nominations.","2014-10-11 00:07:55"
tt0905372,"The Thing",2011,R,"103 min","Horror, Mystery, Sci-Fi",2011-10-14,"Matthijs van Heijningen Jr.","Eric Heisserer, John W. Campbell Jr. (short story 'Who Goes There?')","Mary Elizabeth Winstead, Joel Edgerton, Ulrich Thomsen, Eric Christian Olsen",49,6.3,79,http://ia.media-imdb.com/images/M/MV5BMTMxMjI0MzUyNl5BMl5BanBnXkFtZTcwNjc1NzE5NQ@@._V1_SX300.jpg,"At an Antarctica research site, the discovery of an alien craft leads to a confrontation between graduate student Kate Lloyd and scientist Dr. Sander Halvorson.","English, Norwegian, Danish","USA, Canada","4 nominations.","2014-10-28 00:21:48"
tt0944947,"Game of Thrones",2011,TV-MA,"55 min","Adventure, Drama, Fantasy",2011-04-17,N/A,N/A,"Lena Headey, Peter Dinklage, Maisie Williams, Emilia Clarke",N/A,9.5,658,http://ia.media-imdb.com/images/M/MV5BMTk0NDg4NjQ5N15BMl5BanBnXkFtZTgwMzkzNTgyMTE@._V1_SX300.jpg,"Seven noble families fight for control of the mythical land of Westeros.","English, German, Spanish","USA, UK","Won 1 Golden Globe. Another 105 wins & 186 nominations.","2014-10-28 00:11:51"
tt0945513,"Source Code",2011,PG-13,"93 min","Mystery, Sci-Fi, Thriller",2011-04-01,"Duncan Jones","Ben Ripley","Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright",74,7.5,295,http://ia.media-imdb.com/images/M/MV5BMTY0MTc3MzMzNV5BMl5BanBnXkFtZTcwNDE4MjE0NA@@._V1_SX300.jpg,"A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.",English,"USA, Canada","1 win & 5 nominations.","2014-10-25 00:02:01"
tt0970179,Hugo,2011,PG,"126 min","Adventure, Drama, Family",2011-11-23,"Martin Scorsese","John Logan (screenplay), Brian Selznick (book)","Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloï¿½ Grace Moretz",83,7.6,205,http://ia.media-imdb.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg,"Set in 1930s Paris, an orphan who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.",English,USA,"Won 5 Oscars. Another 53 wins & 132 nominations.","2014-10-26 00:04:38"
tt0978764,"Sucker Punch",2011,PG-13,"110 min","Action, Adventure, Fantasy",2011-03-25,"Zack Snyder","Zack Snyder (screenplay), Steve Shibuya (screenplay), Zack Snyder (story)","Emily Browning, Abbie Cornish, Jena Malone, Vanessa Hudgens",33,6.1,169,http://ia.media-imdb.com/images/M/MV5BMTM1NzMwOTUxM15BMl5BanBnXkFtZTcwMzUzNDQ1NA@@._V1_SX300.jpg,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.","English, German","USA, Canada","1 win & 5 nominations.","2014-10-27 00:33:03"
tt0983193,"The Adventures of Tintin",2011,PG,"107 min","Animation, Action, Adventure",2011-12-21,"Steven Spielberg","Steven Moffat (screenplay), Edgar Wright (screenplay), Joe Cornish (screenplay), Hergï¿½ (comic book series 'The Adventures of Tintin')","Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost",68,7.4,150,http://ia.media-imdb.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_SX300.jpg,"Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.",English,"USA, New Zealand","Nominated for 1 Oscar. Another 25 wins & 46 nominations.","2014-10-17 00:02:35"
tt0990407,"The Green Hornet",2011,PG-13,"119 min","Action, Comedy, Crime",2011-01-14,"Michel Gondry","Seth Rogen, Evan Goldberg, George W. Trendle (radio series 'The Green Hornet')","Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson",39,5.9,119,http://ia.media-imdb.com/images/M/MV5BMTcwOTMwMDYyMl5BMl5BanBnXkFtZTcwMzAxMjMyNA@@._V1_SX300.jpg,"Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.","English, Mandarin",USA,"3 wins & 7 nominations.","2014-10-29 00:21:10"
tt0993842,Hanna,2011,PG-13,"111 min","Action, Adventure, Thriller",2011-04-08,"Joe Wright","Seth Lochhead (screenplay), David Farr (screenplay), Seth Lochhead (story)","Saoirse Ronan, Eric Bana, Vicky Krieps, Cate Blanchett",65,6.8,139,http://ia.media-imdb.com/images/M/MV5BNTAzMTg1NjY0NF5BMl5BanBnXkFtZTcwODc3MTgzNA@@._V1_SX300.jpg,"A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.","English, French, German, Italian, Arabic, Spanish","USA, UK, Germany","5 wins & 24 nominations.","2014-10-25 00:05:13"
tt0999913,"Straw Dogs",2011,R,"110 min",Thriller,2011-09-16,"Rod Lurie","Rod Lurie (screenplay), David Zelag Goodman (earlier screenplay), Sam Peckinpah (earlier screenplay), Gordon Williams (novel)","James Marsden, Kate Bosworth, Alexander Skarsgï¿½rd, James Woods",45,5.8,23,http://ia.media-imdb.com/images/M/MV5BMTM5ODQ2NjEzMV5BMl5BanBnXkFtZTcwNjM5NDI5NQ@@._V1_SX300.jpg,"L.A. screenwriter David Sumner relocates with his wife to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",English,USA,"1 nomination.","2014-10-31 00:04:07"
tt1010043,"Risk: At-Risk Girls Behind the Camera",2011,PG,"100 min",Documentary,2011-02-01,"Tara Veneruso","Stephen Veneruso (story), Tara Veneruso (creator)",N/A,N/A,0.0,0,N/A,"Award-winning documentary film-maker, Tara Veneruso's newest project, RISK: At-Risk Girls Behind the Camera, launches into production this June in Kansas City and St. Joseph Missouri. She ...",English,USA,N/A,"2014-08-29 04:37:49"
tt1027820,"Asylum Blackout",2011,"Not Rated","85 min","Horror, Thriller",2012-05-04,"Alexandre Courtï¿½s","S. Craig Zahler, Jï¿½rï¿½me Fansten (additional dialogue and material)","Rupert Evans, Anna Skellern, Dave Legeno, Richard Brake",N/A,5.5,2,http://ia.media-imdb.com/images/M/MV5BMjMxNDEyMzU2M15BMl5BanBnXkFtZTcwNTg4ODQ3Nw@@._V1_SX300.jpg,"A group of cooks at an asylum for the criminally insane get locked in with the inmates during a massive thunderstorm.",English,"USA, France, Belgium","1 nomination.","2014-10-17 00:35:37"
